Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
Alfa Romeo,1.297,34,5,0.725,0,0,1,51.460
Dodge,2.163,22,4,4.813,1,0,0,3.891
Subaru,3.918,30,13,5.369,0,0,0,27.269
Changan,1.316,35,16,0.648,1,0,1,46.062
BMW,0.197,23,6,4.340,0,0,0,49.653
Lincoln,1.154,48,11,1.095,0,0,2,72.483
Buick,3.301,41,11,6.835,0,0,3,80.307
Mazda,1.242,48,13,4.628,0,0,2,45.971
Audi,1.197,46,20,3.457,0,1,2,20.142
Acura,1.541,30,10,3.620,0,0,1,4.688
Geely,0.185,31,11,4.890,1,1,0,79.223
Isuzu,0.830,29,8,1.064,0,0,1,5.901
Honda,2.092,18,1,3.444,1,0,2,43.597
Smart,1.470,43,15,2.380,0,0,2,55.899
Rover,0.746,26,1,3.942,0,0,0,24.673
Mercury,0.280,20,0,3.265,0,0,0,47.758
Mazda,1.441,42,10,7.075,1,0,0,35.503
BMW,1.250,46,16,6.935,1,0,3,31.574
Hyundai,0.581,31,8,2.028,1,0,0,12.023
Mercury,0.763,53,22,2.794,0,0,0,42.809
Bugatti,0.172,26,2,5.254,1,0,2,54.363
Citroen,0.246,28,10,9.938,1,0,1,4.772
Infiniti,1.402,43,5,3.766,0,0,2,80.724
Bugatti,1.257,30,11,6.871,1,0,0,28.508
ZAZ,1.605,30,8,2.524,0,0,2,49.856
Daewoo,0.965,25,1,1.807,1,0,2,28.683
Porsche,1.028,23,3,7.111,1,0,0,30.067
Honda,4.747,27,5,0.907,0,0,0,40.868
Volkswagen,3.051,32,5,1.845,0,0,1,12.945
Chevrolet,0.821,34,7,0.197,0,0,0,32.635
ZAZ,0.642,43,17,0.804,1,0,2,62.586
Mini,1.510,31,1,1.583,0,0,0,33.308
Audi,2.049,47,16,5.285,0,0,0,15.073
Lexus,2.152,41,17,0.610,0,1,0,37.583
Chery,0.710,31,9,1.166,0,0,2,59.565
Renault,2.685,35,9,1.003,1,0,0,35.217
УАЗ,1.301,34,10,3.280,0,0,2,29.293
Mini,1.192,23,2,1.989,0,1,0,13.980
Chevrolet,3.238,31,11,4.810,0,0,0,18.603
SsangYong,0.181,32,7,3.204,0,0,3,38.947
Ravon,2.108,40,10,0.688,1,0,2,21.775
Volvo,1.427,37,10,1.965,0,1,2,13.736
GMC,1.981,29,9,1.990,0,0,2,61.714
Mitsubishi,2.410,23,1,6.566,1,0,0,23.052
Lifan,2.156,33,7,0.619,0,0,2,32.010
Москвич,1.662,22,3,1.242,1,0,0,51.770
ГАЗ,0.375,46,10,2.386,0,0,0,82.487
Skoda,0.212,65,11,5.051,0,1,0,75.523
Opel,0.420,21,3,0.873,0,0,2,22.280
Ford,0.440,29,2,0.582,1,1,2,29.095
Dodge,1.278,34,13,3.441,0,0,1,10.469
Fiat,1.626,40,11,7.013,0,1,0,22.091
Haima,2.424,28,9,0.196,0,0,2,50.444
Rover,1.969,55,15,3.336,0,0,0,58.947
ZAZ,2.111,29,4,0.245,1,0,0,44.780
SEAT,2.093,39,9,1.925,0,0,0,76.020
ZAZ,0.370,21,3,4.491,0,0,2,32.371
BMW,0.877,34,14,5.565,0,0,2,59.195
Lada (ВАЗ),1.530,36,10,6.408,1,0,0,47.271
ГАЗ,2.759,24,0,5.668,0,1,0,17.459
Honda,0.336,50,33,6.242,1,0,0,35.056
Oldsmobile,2.743,39,13,2.642,0,0,0,47.428
Porsche,0.746,18,0,0.515,0,0,2,16.354
Ford,0.789,29,7,3.085,0,0,1,70.929
Bugatti,1.926,50,21,6.012,0,0,1,8.282
Zotye,0.949,22,2,2.302,0,0,0,65.775
Volvo,1.146,42,13,4.223,0,0,2,35.288
Mercury,1.578,63,14,4.388,0,0,1,37.995
Acura,0.288,32,14,1.220,0,0,0,10.678
Mazda,1.406,36,11,2.038,0,0,0,19.079
Skoda,0.315,18,1,9.416,0,0,2,75.725
Great Wall,0.324,19,1,4.337,0,0,1,48.791
Hyundai,1.820,31,11,0.698,1,0,2,7.531
Mini,1.486,38,10,3.433,0,0,2,29.289
Kia,0.714,47,20,4.709,0,0,3,12.175
Volvo,0.214,23,5,3.872,0,0,0,7.574
Renault,3.298,42,3,6.134,1,0,2,24.463
Jeep,1.237,18,0,2.637,1,0,2,26.788
Infiniti,1.859,41,16,2.463,1,0,0,29.797
Infiniti,1.847,33,13,2.444,0,0,0,19.536
Mercedes-Benz,0.224,35,16,1.557,0,1,1,15.795
Smart,1.049,20,1,0.167,1,0,0,4.851
BMW,1.228,21,0,1.108,0,0,0,12.466
Maserati,0.618,40,17,0.023,1,0,1,38.506
Daewoo,1.312,50,27,2.042,0,0,2,21.546
SEAT,0.579,46,14,1.052,1,1,0,45.618
Datsun,1.097,21,4,6.352,0,0,0,5.177
Jeep,0.647,32,12,1.016,0,0,2,43.514
Peugeot,3.135,36,14,0.187,0,0,0,22.175
Kia,3.523,18,1,1.308,0,1,0,25.493
Alfa Romeo,0.655,46,13,3.563,0,0,0,63.860
Ford,0.405,33,4,6.804,0,0,0,106.076
SsangYong,1.484,33,6,2.717,1,0,1,54.823
Scion,0.460,29,9,0.890,0,1,3,16.874
Volvo,1.772,36,12,0.864,0,1,2,34.366
Ford,0.798,22,5,2.064,0,1,0,45.271
Kia,0.845,60,15,6.638,1,0,0,27.861
Ravon,1.271,38,15,3.858,1,0,0,27.513
Acura,2.057,30,2,5.431,0,1,0,41.547
Luxgen,1.942,58,28,2.436,1,0,0,3.665
Brilliance,0.390,59,22,1.437,0,0,2,3.467
Renault,0.862,46,18,4.227,1,0,0,67.806
Oldsmobile,0.258,42,22,2.032,1,1,2,24.957
Audi,0.804,31,10,4.610,1,1,2,46.656
Mitsubishi,0.271,31,5,1.465,0,0,0,24.102
Nissan,1.255,32,15,0.060,0,0,2,45.875
Porsche,0.787,58,18,3.498,0,0,0,67.358
Geely,0.432,38,12,7.178,1,0,0,21.189
Hummer,4.073,29,11,2.303,0,0,2,25.164
Kia,2.257,19,1,4.194,1,0,1,25.535
Volkswagen,1.299,58,24,0.963,1,0,0,48.185
Hummer,0.646,19,0,7.990,0,0,1,103.749
Jeep,1.012,22,4,5.918,1,0,0,5.418
Cadillac,0.897,41,16,2.579,0,0,0,30.049
Lada (ВАЗ),0.252,38,10,1.841,1,0,2,54.696
Changan,2.005,27,7,6.250,0,0,2,24.420
Mercedes-Benz,0.826,20,2,0.218,0,0,0,21.994
GMC,1.090,24,5,1.842,0,0,0,27.691
GAC,0.674,31,11,4.710,0,0,2,54.921
ГАЗ,0.947,51,16,0.920,0,0,0,26.930
Opel,0.581,56,17,2.603,1,0,0,56.327
Chery,0.218,37,12,1.077,0,0,2,24.669
Volkswagen,2.477,34,15,1.856,0,0,3,13.694
Nissan,1.789,50,23,5.312,0,0,0,11.497
Kia,4.435,24,0,0.221,0,0,2,13.870
Fiat,2.717,43,14,3.074,0,0,2,35.972
Nissan,1.614,19,0,0.482,0,0,1,7.749
Cadillac,1.759,44,12,0.740,0,0,2,47.567
Changan,1.114,46,9,9.044,0,0,0,33.001
Subaru,1.103,27,1,1.270,1,0,3,24.751
Mercedes-Benz,1.589,54,31,1.677,1,0,2,44.294
Hyundai,0.747,19,1,2.314,0,0,0,23.138
Rolls-Royce,2.010,18,0,3.348,0,0,2,26.079
Chevrolet,3.006,44,15,4.182,0,0,0,7.181
Smart,0.181,48,6,3.457,1,0,2,55.519
JAC,1.716,29,9,2.871,0,0,0,47.958
Skoda,2.818,53,24,1.352,0,0,0,34.806
Bentley,2.661,32,7,6.872,1,0,2,25.919
Citroen,2.231,29,2,2.029,0,0,2,20.267
Volvo,0.645,18,0,3.799,0,0,2,22.378
Volkswagen,0.156,23,2,0.585,0,0,0,24.636
Isuzu,0.773,46,9,3.549,0,1,0,22.632
Chery,1.185,34,14,1.868,0,0,0,25.312
Ford,0.498,45,19,4.647,0,0,2,16.425
Dodge,1.259,36,19,7.903,0,0,2,33.476
Datsun,0.638,28,7,0.348,0,0,2,28.231
Subaru,0.354,29,12,2.674,1,0,2,46.194
Luxgen,1.708,31,10,3.258,0,0,2,26.415
Rover,4.085,53,22,7.385,0,1,1,60.119
DongFeng,1.080,47,17,8.798,0,1,0,62.349
Oldsmobile,1.343,61,18,1.437,0,0,0,31.584
Toyota,1.391,45,14,5.234,1,0,0,31.479
Citroen,1.090,21,1,3.245,0,0,0,36.782
Subaru,1.289,49,12,0.373,0,0,0,29.813
Fiat,1.000,45,21,0.794,0,0,0,87.647
Mitsubishi,0.378,30,10,0.979,1,0,2,19.980
Volvo,0.195,34,10,8.571,0,0,0,53.153
Chery,0.511,42,17,1.630,1,0,0,96.267
Maserati,2.900,27,1,0.849,1,0,0,3.205
Audi,1.506,24,1,4.600,0,0,0,13.298
Honda,2.251,22,1,4.935,0,0,0,70.403
Mercedes-Benz,0.577,39,10,9.106,0,0,2,47.537
Bugatti,2.731,56,24,8.132,0,0,0,36.718
Chevrolet,0.480,23,3,5.141,1,0,3,55.707
Daihatsu,0.672,26,3,6.523,0,0,0,19.238
Nissan,0.639,22,0,3.266,0,0,2,12.529
Mazda,4.128,52,28,4.411,1,0,0,12.895
Chevrolet,3.012,41,22,4.583,1,0,3,19.435
Ford,3.791,49,26,0.946,0,0,3,74.612
ГАЗ,3.395,24,6,2.045,0,0,2,90.200
FAW,0.593,46,17,3.916,0,0,0,46.163
Honda,1.232,44,19,1.553,1,0,2,42.833
Volkswagen,0.510,38,17,3.663,1,0,0,48.301
BYD,2.125,41,5,4.774,0,0,0,4.060
Mazda,0.228,22,3,4.084,0,0,2,4.351
Land Rover,0.638,31,13,5.083,0,0,2,53.906
Lexus,2.045,49,13,6.929,1,0,0,5.213
Москвич,1.758,59,22,1.219,0,0,1,36.442
Lada (ВАЗ),0.815,22,3,7.723,0,0,2,19.692
Mazda,0.410,55,16,6.539,0,0,2,62.394
Suzuki,1.407,66,12,7.571,0,1,2,29.175
Oldsmobile,0.554,23,5,3.678,1,0,0,4.128
Geely,0.329,38,12,0.335,0,0,2,19.734
Jeep,1.192,38,12,0.463,0,0,1,46.881
Lamborghini,1.573,57,18,4.471,1,0,3,24.975
BYD,0.603,33,9,4.959,0,0,0,16.215
Hummer,2.274,46,6,7.742,0,0,2,11.702
Renault,2.083,45,20,4.674,0,0,2,23.476
Jaguar,1.543,30,4,2.599,0,0,1,6.442
Maybach,0.206,26,8,9.726,0,0,3,23.047
Skoda,0.307,45,12,7.418,0,0,0,55.198
BYD,1.393,54,16,6.255,0,0,1,40.763
Audi,1.039,20,1,3.336,0,1,2,59.860
Isuzu,0.772,27,3,3.777,1,0,2,26.303
Rover,1.738,23,2,6.094,0,0,1,32.225
GMC,0.403,20,2,3.208,0,0,1,81.633
Maserati,0.482,22,4,1.696,0,0,0,68.512
Saab,1.455,43,17,8.105,0,0,0,63.500
Honda,0.355,34,2,2.612,0,0,0,55.992
Porsche,1.301,26,1,3.641,0,0,3,35.232
Acura,0.726,27,4,3.394,0,0,1,12.922
Hyundai,1.179,19,1,0.738,0,0,0,18.336
Kia,1.269,56,21,6.907,1,0,2,28.070
Genesis,0.857,55,11,2.865,1,0,3,50.317
Haval,0.660,21,3,5.180,0,0,0,79.051
Chevrolet,1.381,21,1,3.563,0,0,0,21.481
DongFeng,0.411,20,2,2.873,0,0,0,102.850
Mazda,0.604,34,13,7.406,0,0,3,25.532
Hyundai,0.813,37,13,3.902,0,1,1,17.217
Porsche,0.830,34,15,1.201,0,1,2,4.094
Zotye,0.697,28,3,5.290,0,0,0,28.310
Changan,2.024,41,16,4.334,1,0,2,14.711
Nissan,1.511,19,0,0.092,0,1,0,7.405
Ravon,0.601,24,0,0.959,0,0,0,86.537
BMW,1.781,29,3,1.227,0,0,0,33.663
Toyota,0.209,51,17,4.756,0,1,1,17.278
Nissan,0.457,22,2,6.096,0,0,0,18.699
Mitsubishi,0.313,30,4,3.056,0,0,0,65.998
Mazda,1.603,47,10,3.622,0,0,0,10.162
Mitsubishi,2.022,26,8,2.850,0,0,0,52.155
Aston Martin,0.956,65,20,3.360,0,0,1,41.761
Chery,0.183,38,6,8.332,0,0,0,26.125
Toyota,2.879,30,13,0.333,1,0,0,65.502
Mazda,2.423,29,2,1.573,0,0,1,8.113
Jeep,1.750,62,23,1.907,0,0,0,53.159
Nissan,0.946,28,10,3.729,0,0,1,65.302
Genesis,0.206,20,1,5.737,0,0,0,13.272
Renault,2.259,22,3,4.084,0,0,1,25.249
Haval,1.001,33,3,3.270,0,0,0,22.001
Genesis,1.600,33,15,9.374,0,0,3,60.896
Audi,0.752,37,13,3.418,1,0,2,28.262
Land Rover,0.362,26,6,7.718,0,1,0,7.477
Fiat,0.173,26,2,8.572,0,1,0,35.081
Tesla,1.357,21,4,0.161,1,0,2,5.966
Kia,1.813,33,5,1.696,0,0,3,40.385
Ford,0.718,28,4,3.655,1,0,2,38.750
Luxgen,0.725,33,10,4.114,1,0,0,11.427
Haval,2.053,47,21,7.863,0,0,0,11.090
Hummer,1.461,38,13,4.216,0,0,2,48.219
Hyundai,1.567,19,1,6.240,1,0,0,49.722
Saab,0.661,52,7,0.667,0,0,0,40.266
Opel,0.885,54,14,1.410,1,0,3,42.751
Jeep,3.077,36,19,5.913,0,0,0,14.570
Suzuki,1.008,41,14,2.702,0,0,2,20.291
Jeep,2.438,50,26,3.614,0,0,0,38.985
Ford,0.805,25,2,0.510,0,0,2,7.647
BMW,0.813,32,4,1.105,0,0,0,20.018
Oldsmobile,1.153,52,7,2.796,1,0,1,25.381
Mercury,2.631,51,8,0.336,0,0,0,49.812
Aston Martin,0.978,22,1,6.143,1,0,2,39.659
ZAZ,1.450,40,3,7.392,1,1,2,52.911
Rover,1.660,65,25,2.446,0,0,0,8.218
SEAT,2.159,44,14,8.314,0,0,3,57.969
Mini,2.355,20,2,0.716,1,1,0,9.756
Maserati,0.159,36,6,6.559,0,0,0,3.995
Volkswagen,0.635,26,6,0.650,0,0,2,24.456
ТагАЗ,0.562,19,1,1.623,0,1,2,65.349
Oldsmobile,0.856,33,15,8.487,0,0,0,25.258
Aston Martin,0.480,35,15,3.303,1,1,0,42.006
Lancia,2.211,51,22,0.113,1,0,3,19.778
Tesla,3.337,46,16,7.384,1,0,2,38.967
Volkswagen,0.219,29,11,1.815,0,0,2,41.724
FAW,0.245,20,1,6.860,0,0,0,25.352
Infiniti,3.054,28,6,4.813,1,0,1,7.566
Honda,0.967,42,16,3.672,1,0,2,25.407
Audi,0.708,54,11,4.360,0,0,0,71.576
Hyundai,0.297,51,12,1.873,1,0,2,46.031
Rolls-Royce,0.597,20,1,4.395,0,0,0,29.820
Suzuki,0.347,55,16,3.480,1,0,2,19.862
Luxgen,0.608,40,11,4.607,1,0,0,69.717
Saab,0.772,48,11,4.484,0,0,2,30.686
Maserati,0.511,30,7,0.893,0,0,0,17.189
Alfa Romeo,2.302,34,3,10.203,0,0,0,5.502
Citroen,1.078,20,1,2.060,1,0,1,47.052
Luxgen,1.238,46,18,4.196,0,1,0,11.981
Porsche,0.674,31,9,1.211,1,0,0,35.986
Ravon,0.924,33,6,1.654,0,1,0,73.925
Kia,2.344,39,21,0.396,1,1,2,58.548
Cadillac,1.746,23,3,4.405,0,0,0,19.673
ГАЗ,0.660,38,14,5.213,0,0,1,13.874
Mazda,1.086,43,11,0.230,1,0,2,14.074
Smart,0.404,42,16,1.437,0,0,0,44.265
GMC,1.011,25,5,3.910,1,0,0,12.642
Honda,0.352,28,10,2.951,1,0,1,15.962
Haima,0.744,39,16,9.444,1,0,3,36.969
Tesla,3.183,46,17,9.424,0,1,0,8.142
SsangYong,0.648,38,9,3.486,0,0,2,11.674
Maserati,0.831,25,2,2.088,0,0,2,79.240
BYD,0.290,27,7,4.778,1,1,0,17.202
Mazda,2.603,21,0,4.009,1,0,0,45.037
Mitsubishi,3.032,47,21,0.638,0,1,1,17.372
Audi,0.377,36,4,5.772,0,0,0,37.801
Chery,0.230,33,12,5.529,0,0,0,14.341
Volkswagen,3.636,29,3,3.559,1,0,1,82.309
Volkswagen,1.277,62,22,4.259,0,0,0,34.836
Aston Martin,0.377,40,12,2.009,0,0,2,3.424
Chrysler,0.216,24,2,4.342,0,0,0,45.993
Hummer,3.059,25,4,4.779,0,0,3,44.836
ТагАЗ,0.979,43,9,6.417,0,0,0,12.418
Dodge,2.368,24,0,2.579,1,0,0,61.603
Daewoo,1.305,22,2,4.765,0,1,2,26.846
Pontiac,1.586,37,17,0.036,1,0,0,33.715
JAC,0.409,51,17,2.335,0,0,0,33.895
УАЗ,1.259,54,19,4.784,0,0,1,30.983
ZAZ,3.112,32,4,1.768,0,0,2,54.261
Bugatti,1.054,55,20,3.769,1,0,2,29.586
SEAT,0.631,35,6,1.517,0,0,3,38.070
Opel,1.475,47,13,0.523,1,0,1,9.065
Bentley,1.085,40,16,1.229,0,0,3,21.286
Brilliance,0.458,44,8,4.959,1,1,2,69.006
Chrysler,1.343,60,24,2.170,1,0,2,10.090
Great Wall,3.229,39,12,4.074,0,0,2,69.072
SEAT,1.458,30,7,1.943,0,1,0,34.934
Fiat,1.077,23,6,2.175,1,0,1,12.670
Haima,0.635,56,28,1.746,0,0,0,23.255
Land Rover,1.539,77,21,0.193,0,0,3,15.826
Bugatti,0.579,38,8,2.684,0,0,2,32.554
Bentley,0.803,24,6,4.015,1,1,0,31.736
Toyota,0.439,26,3,5.583,1,0,2,51.098
Dodge,0.521,27,4,0.085,0,0,0,53.973
Subaru,1.055,34,6,3.476,1,0,0,21.386
Lifan,1.228,20,1,5.161,0,0,2,28.044
DS,1.086,28,9,1.395,1,0,0,45.118
Buick,1.698,54,20,5.122,0,1,0,22.625
Toyota,3.473,20,1,0.881,0,1,2,33.455
Changan,1.209,33,12,6.204,1,0,2,42.070
BMW,0.868,53,15,0.113,1,0,2,52.390
Honda,1.079,35,10,5.736,1,0,3,45.804
Cadillac,1.687,20,3,3.774,1,1,2,30.962
SEAT,1.577,28,8,2.220,1,0,0,37.172
Lifan,0.459,21,4,5.010,0,0,0,44.195
Luxgen,0.843,55,27,2.155,0,0,2,36.447
Daewoo,2.555,31,8,5.516,1,0,3,59.448
Datsun,0.269,25,5,2.738,1,0,0,28.500
Chevrolet,1.447,38,13,3.137,0,0,3,46.488
Bentley,0.475,24,1,0.696,0,0,1,6.829
Mercedes-Benz,1.556,19,1,0.833,1,0,2,46.379
Mitsubishi,0.680,28,10,7.744,1,1,0,64.742
Jeep,1.132,18,0,0.515,0,0,2,21.274
Ferrari,1.390,19,1,2.727,0,1,2,7.961
Citroen,0.408,28,4,5.557,1,0,2,45.776
Smart,0.524,30,10,2.236,0,0,3,58.119
Lexus,3.069,38,7,2.181,0,0,2,25.952
Kia,0.633,26,3,2.649,0,0,0,28.455
GMC,1.341,38,13,0.414,0,0,0,54.144
Maybach,2.014,39,17,0.208,1,0,0,27.662
Renault,0.327,33,6,5.169,0,0,2,14.289
Daewoo,0.546,41,7,7.294,0,0,2,38.899
Acura,0.798,25,3,0.341,0,0,0,22.217
Kia,1.481,45,18,0.887,1,1,0,49.348
Skoda,2.133,31,10,6.047,1,0,0,9.059
Mazda,1.377,41,21,5.603,1,0,2,54.896
Geely,0.365,52,4,0.712,1,0,1,67.756
Foton,0.344,23,2,4.356,0,0,0,21.855
Oldsmobile,2.255,46,22,7.379,0,0,0,45.334
Datsun,1.767,35,1,3.210,0,0,0,7.287
Lifan,1.326,19,1,1.540,1,0,1,88.824
Daewoo,0.584,29,6,3.632,0,1,3,33.346
Renault,1.715,33,14,0.802,1,0,0,43.478
Volkswagen,1.132,24,6,4.428,0,0,0,30.743
Hyundai,0.992,36,9,4.370,0,0,0,12.492
Kia,0.690,23,5,0.243,0,0,0,36.158
Changan,1.090,31,4,4.972,0,0,0,52.371
Mercedes-Benz,2.557,27,5,5.474,1,0,0,29.888
Volvo,0.342,48,21,7.094,0,0,1,8.832
Bentley,0.607,30,8,8.277,0,0,0,26.198
Hummer,3.192,39,10,0.194,0,0,2,34.268
Renault,0.739,41,19,1.212,1,1,2,56.117
Porsche,0.930,28,7,0.942,0,0,1,20.513
Pontiac,1.698,36,16,2.532,1,0,2,16.468
Chevrolet,3.694,32,3,6.727,0,0,0,6.883
Hyundai,1.713,29,2,4.157,0,0,0,78.444
Lexus,1.406,37,17,5.526,1,0,2,11.918
Nissan,0.504,32,3,1.009,1,0,1,12.004
Volkswagen,0.565,19,0,7.162,0,0,0,45.803
ZAZ,1.569,37,8,5.540,0,0,0,63.926
GAC,1.453,40,2,0.361,0,0,0,13.091
Subaru,0.511,30,0,4.494,1,0,2,51.253
Land Rover,0.272,34,9,2.584,0,0,0,44.760
Datsun,2.935,29,2,4.484,1,0,0,27.439
Haval,1.570,30,5,7.160,0,0,0,12.570
Lexus,1.004,24,6,0.761,0,1,2,28.941
Kia,2.201,27,2,7.958,0,0,3,14.071
BMW,1.673,22,1,5.298,0,0,0,18.837
Bentley,0.566,31,12,8.854,1,0,0,20.842
BMW,0.787,41,23,5.422,1,0,1,34.588
Ford,1.916,21,3,0.957,0,0,2,14.658
Mercedes-Benz,1.734,43,14,2.983,0,0,0,26.953
BYD,1.310,35,5,5.468,1,0,0,36.028
УАЗ,2.694,22,0,6.035,1,0,2,32.781
GAC,1.672,25,1,7.426,0,0,2,31.604
Aston Martin,0.410,19,0,4.415,1,0,1,12.786
Ravon,0.413,27,7,7.191,0,0,0,47.648
Peugeot,1.731,40,15,4.072,1,0,2,47.003
Chery,0.377,31,10,3.569,0,0,0,47.765
ТагАЗ,0.500,37,12,2.864,1,1,1,36.567
Mercury,2.038,27,6,0.759,0,0,0,35.168
Rover,0.221,43,11,0.855,1,0,0,15.013
Daewoo,0.971,38,13,0.889,0,1,0,21.274
Daewoo,0.184,26,4,1.891,0,0,2,61.894
FAW,0.931,31,1,8.207,0,1,0,38.323
Fiat,2.055,40,19,0.331,1,0,3,90.728
GMC,1.589,33,9,3.784,0,0,3,62.044
Datsun,1.587,43,9,6.662,0,1,0,5.704
Haima,0.475,26,8,4.842,1,0,1,8.883
Honda,0.912,47,26,1.582,1,1,0,38.477
Mitsubishi,0.161,26,6,1.319,0,0,0,44.413
ГАЗ,1.241,27,3,1.661,1,0,0,31.038
SEAT,1.406,29,12,2.827,0,0,1,16.631
Fiat,4.135,41,23,7.468,0,0,3,27.157
Audi,1.620,32,5,7.268,0,0,0,57.402
Mitsubishi,0.690,30,7,8.864,0,0,1,11.039
Hummer,0.851,24,1,1.550,0,0,0,18.956
Mercedes-Benz,0.885,18,1,1.903,0,0,0,32.059
Lada (ВАЗ),0.372,18,0,8.754,0,0,0,35.495
Mazda,2.032,39,14,6.486,0,0,0,58.866
Haval,0.573,52,12,2.579,0,0,2,23.539
Isuzu,0.278,31,11,2.297,0,0,0,7.327
Honda,0.600,43,6,6.006,0,0,0,21.974
Genesis,0.999,27,9,2.765,1,0,2,54.230
Skoda,1.584,59,34,1.146,0,0,2,13.198
GAC,0.898,52,18,2.367,1,0,2,18.325
Isuzu,2.075,38,13,1.261,0,0,0,38.514
Mercedes-Benz,2.699,36,14,0.124,0,0,0,77.432
Pontiac,2.434,24,6,0.211,1,1,2,32.324
Changan,0.201,40,9,5.237,0,0,2,14.393
Chevrolet,0.634,42,9,6.663,1,0,2,40.544
BMW,1.821,45,21,1.785,0,0,3,50.909
Chevrolet,2.423,22,1,6.425,1,0,0,16.884
Mitsubishi,0.439,43,17,3.033,0,0,2,63.318
Mini,1.202,22,3,2.100,0,1,0,23.319
УАЗ,1.811,42,15,4.046,0,0,2,26.553
Alfa Romeo,0.237,32,7,2.537,0,0,2,46.511
Land Rover,0.736,23,1,6.997,0,0,2,51.725
Acura,1.895,51,12,1.669,1,0,2,39.305
JAC,3.299,73,23,3.927,0,0,0,8.181
Haval,1.003,21,2,1.308,1,0,0,55.514
Lancia,1.023,32,7,0.030,0,0,3,40.413
Hyundai,0.209,39,14,5.170,0,0,1,19.276
Kia,0.162,35,9,4.848,1,0,1,4.639
Saab,1.304,24,4,3.329,0,0,2,36.705
Chery,3.200,19,1,8.859,0,0,1,16.125
Volvo,1.026,20,1,1.862,0,0,1,6.509
Chevrolet,0.780,51,22,2.774,1,0,0,47.761
Foton,0.574,29,9,1.771,1,0,0,50.183
Ravon,0.886,57,21,2.319,0,0,2,40.613
BYD,1.485,29,7,7.059,0,0,2,10.573
Daihatsu,1.037,45,19,3.963,1,0,0,20.339
Skoda,1.350,19,1,0.838,1,0,1,16.809
Lada (ВАЗ),0.470,27,9,5.411,0,0,2,17.623
Zotye,1.339,30,2,4.489,0,0,2,15.983
Daewoo,1.758,40,15,3.193,0,1,0,9.133
Buick,0.889,60,27,8.430,1,0,0,11.290
Kia,0.228,32,13,2.005,0,0,0,37.068
Haima,1.545,20,3,4.942,0,0,0,21.860
Daewoo,1.985,18,1,8.656,0,0,0,77.478
Datsun,1.128,33,10,7.383,0,0,0,12.712
Renault,0.168,54,22,4.473,1,0,2,17.007
Bugatti,1.577,31,12,3.185,1,0,0,43.239
Jaguar,1.474,48,19,0.066,0,0,2,24.638
Toyota,0.844,22,0,0.701,0,0,0,14.315
Mercedes-Benz,0.938,38,8,2.441,1,0,2,13.384
Cadillac,0.157,45,7,0.185,1,1,0,3.757
Foton,1.266,45,12,5.585,0,0,2,39.369
Fiat,1.310,46,13,2.068,1,1,1,48.624
Mitsubishi,1.082,37,19,3.803,0,0,3,13.398
Land Rover,1.686,39,16,1.021,1,0,2,70.924
Chery,1.933,22,1,5.491,0,0,0,43.962
Brilliance,0.359,18,0,2.192,0,0,0,39.327
Cadillac,0.206,20,1,4.436,0,0,0,47.871
УАЗ,0.347,33,8,4.447,0,0,2,35.971
Saab,0.501,44,14,5.525,0,0,0,50.321
Skoda,1.491,51,12,3.498,0,0,1,9.048
Aston Martin,1.898,40,8,4.297,0,0,3,22.732
DongFeng,0.985,41,16,1.386,1,0,2,51.663
Mercury,0.562,25,8,1.031,1,0,0,28.863
JAC,0.252,25,2,5.644,1,0,1,59.154
Chevrolet,0.173,40,20,0.605,1,0,2,26.283
Scion,0.896,55,20,7.783,0,0,0,21.498
Infiniti,1.278,36,15,2.823,0,0,2,3.457
Lincoln,1.551,21,3,4.045,1,0,0,7.228
Rover,0.446,37,17,1.784,0,0,1,43.641
Peugeot,2.131,31,13,1.909,0,1,0,61.283
Changan,1.614,22,3,4.541,0,0,0,41.855
Mitsubishi,0.570,51,7,1.692,0,0,0,22.228
Tesla,0.285,58,10,5.769,1,0,2,9.817
Oldsmobile,0.487,28,3,0.213,1,0,1,41.876
Genesis,3.108,19,0,3.507,1,0,0,80.122
Mazda,2.113,20,0,5.689,1,0,2,26.427
Acura,0.194,29,11,2.385,0,0,0,68.420
Saab,2.042,35,4,0.323,1,0,1,69.495
Rolls-Royce,0.990,18,0,1.817,1,0,0,33.639
DongFeng,0.200,31,3,5.843,0,0,1,62.729
Suzuki,1.742,54,19,5.315,0,1,0,27.126
Datsun,0.430,43,14,5.143,0,0,0,70.991
Porsche,0.792,28,2,7.961,0,0,0,4.778
Great Wall,0.831,55,17,0.542,0,0,0,13.378
Great Wall,2.416,46,17,3.919,0,0,2,12.854
Peugeot,1.708,30,13,2.250,0,0,0,40.529
Subaru,0.150,23,1,1.133,1,1,2,29.427
Hummer,1.527,58,19,0.519,0,0,2,34.031
Mitsubishi,2.200,20,0,0.080,0,0,0,17.468
Chrysler,2.683,34,8,8.092,1,0,3,30.793
Audi,1.413,35,17,0.259,0,0,1,14.187
Haima,2.609,24,3,1.894,0,0,2,38.329
Zotye,1.810,34,7,0.037,1,0,2,41.446
Daewoo,1.554,21,3,3.118,1,0,0,74.834
Geely,0.466,45,9,3.213,0,0,0,31.654
Infiniti,0.833,49,24,0.958,0,1,0,31.655
